David J. Stewart

Glen Shadix
Mary Kate Schellhardt
Glynis Johns
Doris Day
Marek Kondrat
Richard Erdman
Lee Remick
Simon Ward
Lew Fields
Miko Hugher
Mandi Patinkin
Lisa Harrow
Caroline `Tula' Cossey
Brooke Smith
Miko Hughes
Margery Rose
Joe Besser
Eve Brent Ashe
Leni Riefenstahl
Heather ORourke
Gulsen Tuncer
Michel Subor
Michael Caine
Harry Beresford
Hiroke Berghauer
David Hutcheson
Don Shanks
Michael Maloney
Louise Larrabee
Albert Paulsen
Bennie Goodman
David Lochery
Zhang FenYi
Angie Dickenson
Michele Morgan
Patti DArbanville
Derek Jacobi
Zoe Yuzna
Kurt Kaszner
Paul Winfield
Nathan George
Marcel Dalio
Alice Joyceinnocent girl, left behind
Julia Mennes
Evan Richards
Josh Albee
Kelly Lynch
Casta Carras
Bo Hopkins
Sydney Granville
Donald Madden
Troy Perry
Tony Cox
Amber Collins
Charles `Bud' Tingwell
G.W. Bailey
Vernon Dobtchef
Aldo Zollo
Adeline deWalt Reynolds
Uma Thurman
Richard Attenborough
Maurice Cass
Jessie Mathews
Philip vanZandt
Sean Bean
Eddire mayhoff
Gary Cockrell
Kabir Bedi
Ken Lerner
John R. Reilly
Jack Norton
Deidre Costello
Joan Vohs
Terri Nunn
Hiram Sherman
Suzanne Kaaren
Wesley Addy
Tueday Weld
Helen Bonham Carter
Ernie Kovacs
Bob Hope
Cliff Robertson
Benny Goodman
Laurence Clavius
Quinn Culkin
Ray Stricklyn
Roger Garrett
Conrad Phillips
Valentine Camax
Helen Hanft
Bert Parks
A.Soto Rangel
Guy Marchand
George diCenzo
Elwood
Iris Wong
Leslie Cheung
Carl Laemmle
John Shard
Graham Bickel
Yaphet Kotto
Alan Webb
Kathleen Battle
Jez Yzad
Richard Hamilton
Leslie Azoulot
Sherilynn Fenn
Kathleen Widdoes
Jean Arless
Andras Ambrus
Oliver Platt
Arthur Jarett
Jiang Weng
Bryan Madorsky
John Goldsworthy
AnnMargret
Noah Young
June
Julio Oscar Mechoso
Marita Geraghty
Lazar Ristovski
David Burns
Helmut D\"oring
Marco Leonardo
Mark Michel
Moritz Bleibtreu
Anna Maria Alberghetti
Andre Previn
Barbara BelGeddes
Neil Cunningham
Bendan Fraser
Eijo Wakabayashi
Pablo Picasso
Ty Hardin
Akim Tamiroff
Anna Moffo
Lo Dickinson
Paddy Stone
Apul deLondres
OLan Jones
Lori Petty
Jessica Biel
Javier Pardem
Mylene Demongeot
Virginia Fields
John Amplas
Jarma Lewis
Keye Luke
Marjorie Peterson
John Pleshette
Phoebe Cates
Edna Dore
Catherine Doucet
Billy Hopkins
Michael Grainger
Michel Lonsdale
Jennifer Ehle
Lou Gossett~jr.
Lee Meriwether
Thomas F. Wilson
Willy Brown
Maria Casares
John Mahoney
Suki Goodwin
Taye Diggs
Richard Lawson
Dick Wesson
Tara Morice
Shanti Roney
Thelma Todd
Scott Jacoby
Anthony Ray
Michael Bowen
JeanLouis Trintignant
Mae Murray
James Franks
Huntz Hall
Philip Stone
Jonathan Pryce
Dolores delRio
Edward Underdown
Ulrich Haupt
Joe Seneca
Lev Sverdlin
Teri Garr
Barbara Stuart
Mijanou Bardot
Nathalie Baye
Carl `Alfalfa' Switzer
Kim Miyori
Steffi Dunna
Dorothea Lord
Kyle McLachlan
Al Freeman~jr
Allan Jeayes
David Brian
George Stephanopoulos
Norman Leavitt
Margaret OBrien
Frankie Lymon and the Teenagers
William Wellman
Lionel Murta
John Fraser
Meredith Baxter
Hanns Zischler
Margaret Tyzack
Clare Maurier
Rex Reason
Bill Boyd
Wilfrid Lawson
Selana Royle
Bob Clayton
Una Stubbs
Mario Caserini
Michael Pataki
Ken Curtis
Kevin J. OConnor
Frances Dee
Eric Clapton
Lenka Novak
Clara Wieth
John Ellison
Gail Boggs
Paul Nevens
Jaqueline Brooks
Maggie Jacobson
Michele Baumgartner
Elizabeth Rush
McGillis
Jeff Fahey
Rini Otte
Robert Watson
Michael Imperioli
David Clennon
Aaron Spelling
Brigitte Lahaie
Dylan Walsh
James Neill
Karen Mallet
Steve Guttenberg
Soren Ostegarg
Linda Christian
Pat C. Flick
Joan Hackett
Joseph Crehan
Steve Busceni
Virgil Frye
Nanette Newman
Ellen Macpherson
Mia Ottell
Alphonsia Emmanuel
Jaques Sernas
Edwige Feuillere
Breon
Wayne Maunder
Claude Hulbert
Ruth Vivian
William Gargan
Hilda Plowright
Pier Angeli
Herbert Rudley
Jesse White
Paul Papa
Gelaine Lomerez
Pierre-Richard Willm
Ron Sliver
Stephen Tompkinson
Francoise Fabian
Roland Gift
Martin Balsam
Lisa Marie
David Landau
JeanPaul Belmondo
Charles Seixas
Nino Castelnuevo
Shelly Berman
Marianne Muellerleile
Ibrahim Hamouda
Thomas Gomez
The Little Tough Guys
Frederick Lebedur
Rainbeaux Smith
Robert Gossett
James ONeill
Phyllis Haver
Mary Alice
Linda Marsh
Martin Lawrence
Moses Gunn
Betty Hanford
Jeanne Crain
Ham Larsen
Celine Dion
Blain Fairman
Jose Wilker
Jill Jones
Jimmy Durante
Carmel Myers
Connie Francis
George Grixxard
Jayne Conty
Gracie West
Anthony Scherbe
Mary Jo Catlett
Nicole Ladmiral
Maggie Hayes
Alice Pearce
Michael Ontken
Dana Hill
Arthur Hunnicut
Jill Adams
Roy Calhoun
James Hampton
Ralph Manza
Miguel Fernandes
Damon Wagans
Albert Remy
Lambert Wilson
Anna Dinitri
Dusan Pekic
P.J. Sales
Anne Seymour
Patrick Bruel
Maxine Lapiduss
Margot Fonteyn
Uta Hagen
Kongar ol-Ondar
Ron Eldridge
Steve Buscemi
Jack Warden
Lila Kate
Miguel Fernandez
Richard Lupino
Theresa Saldona
Ella Reid
Jimmy Connors
Peter Kern
Christy Thom
Dick Wessel
Max Perlich
John Meillon
Herman Brix
Calvin Lockart
Frank Jenks
Ted Stanhope
Desreta Jackson
Beverly Michaels
Melvyn Hayes
Eugene Roche
Mary Macguire
Brad Sullivan
David Percy
Yvette Wickers
Edmon Ryan
Jimmy Hawkins
Mathieu Carriere
Tim Gabrille
Max Schlotzki
Trevyn McDowell
Chiaa Torelli
Desiree Costeau
William Windom
Mike Kimmel
Kay Johnson
Olvido Gara
Andy Armstrong
Brenda Marshall
Jean Debuncourt
Mariel Hemingway
Marilyn Burns
Tom Begley
Frank Lackeen
Shu Qi
Rosanna Schiaffino
Andre Charlot
Martine Chassaing
Iriine Bedart
Stella Rosato
Wilfred Pickles
Emmett Kelly
Rudolph Schildkraut
Edie Murphy
Jake Lloyd
John Tetzel
Tania Coleridge
Cecile Aubry
Jeff Bridges
Frances Cuka
Samuel West
Leona Drake
Joanna Miles
Norman Burton
Derek Aylward
Siobhan McKenna
Evelyn Varden
Gabriel Garcia Marquez
William Dix
Joan Chandler
Snitz Edwards
E-than Randall
Richie Havens
Robert Frazer
Rita Tushinham
Nat King Cole
Alun Armstrong
Gale Sondergard
Kate McKenzie
Albert Dekker
Henry Wilcoxon
Zelma ONeal
Gertrude Astor
George Zucco
Lon Chaney~jr.
Donald Huston
Sauri Frey
Gail Patrick
Michael Sharret
Carpin
Michael Currie
Webb Wilder
Jack Webb
Mark Addy
John Archer
Ghorba Ali Naderi
Frederick Stafford
JeanLouis Barrault
Genevieve Fontanel
Gabriel Moreau
Eliot Feld
Leelee Sobinsky
Nathalie Nell
Billy Zale
Ines Newell
Toby Stevens
Tyler Posy
Peter McEnery
Andy Romand
Jenny Wright
Jack Livingstone
Joseph Kanter
Tulsi Chakravarty
Rory Caloun
Nancy Kwan
Gudrun Landgrabe
Paul Bernard
Mary Jo Deschanel
Joonie
Beatrice Pearson
Robin Leach
Karen Young
O.z. Whitehead
Jerry
Andy Romano
John L.\ Marion
Ginger Rodgers
Bartalomeo Pagano
Russel Streiner
Christina Ricci
Martha Becket
James Haake
Sylvia Koscina
Ray Wise
Celia Johnson
Charles Kaminsky
Kerrie Keane
Harold Huth
Pamela Sue Martin
Yoshi Oida
Monica Lewis
Hugh Grant
Billy Zane
Lana Wood
Jill Eikenberry
Anne Gwynne
George "Buck" Flower
Mary Jerrold
Norman duPont
Busby Berkeley
Karen Morley
Kathleen Lockhart
Shemp
Audrey Fildes
Pauline Flanagan
Kay Tendeter
Judy Canova
Max Ernst
Jim Brown
Emanuelle Laborit
Mort Zuckerman
Bill William
Marbel Verdu
Violet Kemble Cooper
Evelyn Kraft
Doug Bradley
Neil McCallum
x Constantine
Paul Danwuah
Virginia Grey
Gene Lyons
Larry Fine
Stephen Joyce
Maxim Strauch
Pierre Grasset
Rachel Ticotin
Rohman Bohnen
Robin Irvine
Bernard Lecoq
Estelita Rodriguez
Clay Clement
Bill Elliott
Ronald Colby
Jock Mahoney
Doris Kuntsman
Trisha Todd
Timothy Carey
David Spielberg
Martin Jarvis
Andrzej Seweryn
Amy Robinson
The Three Stooges
Park Jong Soo
Briuce Gordon
Robert Armstrong
Sally Rand
Leonard Whiting
Nan Wynn
Ewa Froeling
Ivan Desney
Robyn Lively
Anette J\"unger
Edie Adams
Richard Castellano
John Schneider
Peggy Stuart
Jack Allen
Marjorie Gat3eson
Tomi Salmela
Michael Ironside
Bourvil
Ian McKeller
Luella Gear
Robert Hahn~jr.
Ian McKellen
Huntley Gordon
Robert Quaig
Elena Sangro
Brynn Thayer
Robert R. Harris
58 Plymouth Fury
Marie Prevost
Young Deer
Clare Wren
Dudley Moore
Douglas Walton
Dale Robertson
Nigel Stock
Teresa Wright
Jobyna Ralston
Ornella Mutti
Maiwenn leBesio
Casey Adams
Wolfgang Liebeneiber
Hiep Thi Le
Lionel Stander
Francis X. Bushman
Burr deBenning
Tom Jones
Heather Locklear
Roddy McDowell
Bo Swenson
Linda Lawson
Lita Malin
Vera Farmiga
Edward Zentara
Rosemary Lane
Maggie Gyllenhaal
Ingrid Caven
Mariette Hartley
Gegory Hines
Sachiko Hidari
Stephen Nathan
Roscoe Karns
Rick Rossovich
Blanche Baker
Arthur Lowe
Roscoe Ates
Bruce Ornstein
David deKeyser
Bruce Jay Friedman
Rhys Williams
Robert Lindsay
Hal E. Chester
Robin Wright
Ed ONeil
Isabella Rosselini
Jean Miljan
Suzanna Hamilton
George Touliatos
Carmelita Geraghty
Stella Adler
Adam West
Bryan Marshall
Stanley Beck
John Lurie
Cylk Cozart
Mary Wilson
Maurice Evans
Ralph Clinton
Britt Eklund
Rose Murphy
Oskar Werner
Michael Biehn
Ian McKellan
Robert Sean Leonard
Ina Blum
Maxime McEnery
Max Wall
Dickie Jones
Frank Mayo
Meitel Barda
Jayne Mansfield
R. Jore
George Jeneky
Pat Stich
Mitzi gaynor
Allison Jones
Roger Smith
Chaka Khan
Kim Stanley
MichaelJames Wixted
Herbie Hancock
Aida Leiner
Kenneth Mars
Ronald Howard
Jack Luden
`Ellay Morte'
Leon Dary
Marta Heflin
Florence McMichael
Paula Moore
Hank Worden
Linda Dona
Basil Burton
Benicio delToro
Youki Kudoh
Yukio Misayama
Jeff Donell
Cristi Conaway
Joyce McKenzie
Cynthia ONeil
Rebecca Balding
William Hudson
Russell Johnson
Joe Sawyer
Donald Cook
Martin Gabel
Alice Ghostley
Stephen Rappaport
Claire Maffei
Robert Strauss
Robyn Douglas
Lizbeth Scott
Kim Novak
Samuel L. Hinds
Jason Durr
Cheryl Ladd
Ira Singman
Lee Phelps
Robert Houston
Joe Penny
Peter McNicol
Norman Bertold
Ed ONeill

 John Litgow
Jeffrey Jones
Henry Wilcoxson
Peggy Sawyer
Alexandra Cassavetas
Edward Herrmann
Bud Abbott
Jean Murat
Henry deMoaublanc
Shelley Hack
Rider Strong
Parliament Funkadelic
Grouch Marx
Howard Cosell
Gabriel Byrne
Lisa Montell
Klaus Kinski
Antonelli Attile
Johnny Lee Miller
Osgood Perkins
Joyce McElrath
Jack O'Halloran
Lucca Rossi
George Breakston
Kevin Karson
Wes Bently
Carl Esmond
Hank Henry
Nora Cecil
Orson Welles
Natalie Talmadge
Nancy Travis
David Flanagan
Lee Ross
Robert Cornthwaite
Phillippe Leotard
James Bolam
Buster Keaton
Mike Vitar
Brondon Thomas
Ruggero Capodaglia
Sean Gregory Sullivan
Kimiko Goto
Richard Riehle
Jacqueline Logan
Lyda Bonelli
Christian Clavier
Glenda Jackson
Ed Lover
Nancy Kulp
Peter Sellers
James B. Jones
Lamberto Maggiorani
Christophe Malavoy
Sasha Spielberg
Cora Frost
Jonathan Penner
Saul Ruben
Ann Ruymen
Moray Watson
Connie Marshall
Tom Hulce
Wanda Capodaglia
Nicky Gentile
Robert Castle
Sydney Greenstreet
The Beatles
Michael Rapport
JeanFrancois Stevenin
Eriq LaSalle
Niall MacGinnis
Derek Thompson
Moira Lister
Frank Albertson
Michael Sullivan
Michel Vitold
Nelly Borgeaud
Ernest Torrence
Norma Talmadge
Steven Geray
Karl Davis
Anja Schmidt
Olivia dAbo
Mary Carver
Michelle Johnson
Matt Keeslar
Kitty Winn
Napoleon Whiting
Charles Carson
Eugene OBrien
Dennis Day
Tom Simcox
F. Hightower
Brian Doyle Murray
Alfredo Kraus
Wallace Ford
Simi Mehta
Barbara Jeffird
Katrin Cartlidge
John Blythe
Sara Gilbert
Jeroen Krabb\'e
Lois Calhern
Theo Pistek
James Darren
Patrick Dewaere
Dexter Gordon
June Lockhart
Jenny Hanley
Charlotte Mitchell
Pierre Vaneck
Michael McShane
Lyle Bettger
William Demarest
Gladys Henson
Catherine Quinlan
Vic Lundin
Cliff Richards
Joanne Woodward
Barbara Ruick
Bill Owen
Russell Powell
Mary Jo Tarola
Anouk Aim\'ee
Elda Tattoli
Georgy Ganz
Ted Knight
Suzy Parker
Helen Hovey
Kazi Orzazewski
Jarmand Henry
Tony Azito
Sean Young
David OHara
James T. Mack
Eileen Crowe
Peter Mamokos
Josephine Hutchinson
Harold Sylvester
Scilla Gabel
Daniel Hugh-Kelly
Wendy Hiller
Paul Rhys
Billy Wells
Whitman Mayo
Simone Simon
Kathlenn Quinlan
Clive Brook
Brin Blessed
Wes Gale
Efharris
Eva Maria Bayerswalter
Clelia Mantania
Gilles Magaritis
Cynthia Meyers
Darren McGavin
Marco Rodriguez
Vladimir Vega
Deborah vanFalkenburgh
Alfred Adam
Henri Garat
John Anderson
Kyle T. Hefner
Johanne Ter Steege
James Garner
Frederick Martini
George Pravda
Lewie Anderson
Ron Hayes
Ingrid Held
Annabeth Gish
Zhanna Isina
Jonathan Taylor
Helen Kallianiotes
Joseph Dain
William Richert
Alexander Godunov
Michael Pennington
Joanne Linoche
Dennis King
Gian Carlo Giannini
Philippe deLacy
Bruce Davison
Ingrid Hell
Geory Desmouceaux
Dani Crayne
Antonio Banderos
Molly Picon
Andrea Ferreo
Julie Walter
Hubert Scales
Michael Horden
Kenju Kobayashi
Harry Carey
Heinz Drache
Lance Hendrickson
Thurston Hall
Arthur Bryon
Kola Kwarian
Arnold Laven
George Sanders
Jon Turner
Juliette Binoche
Edith Clever
Mike Mazrrki
Ray Sharkey
Peter Cook
George OHara
Scott Wolf
Donna Mills
Maia Morgenstern
Fred Dalton
Ralph Lynn
Robert Wagner
Dorothy Mackaill
Jean Galland
Chunibala Devi
Elinor Glynn
Joanna Pakula
Johnny Weissmuller
Angelo Rossito
Alice Backer
Angela Moya
Clotilde Coureau
Reginald VelJohnson
Josiana Balasko
Gilbert Emery
Lars Hanson
Bjork
Raul Roulien
Sarah Douglas
Barbara Williams
Myron Healy
Viggo Mortensen
Mickey Maga
Dario Scardapane
Zoe Soldana
Herta Ware
Michael J. Fox
Marian McCargo
Vsevolod Pudovkin
Fabrio Tesel
Lia Crithi
Lowell Gilmore
JeanPierre Leaud
Ruby Allen
Donald Kerr
Signe Hasso
Cary Elwes
Jake Gyllenhaal
Maurice Murphy
Paaul Lukas
Shunichi Nakamura
Margaret Rutherford
Patrick Malahide
Jon Lovitz
Bertil Guve
Gary Owen
Rock Stevens
Mona Barrie
Adrian Pasdar
Alexis Loret
Deanna Durbin
Andrea Schroeber
Ximena Rodriguez
Nance Allen
Mary Ainslee
Oreste Bilancia
Josette Sino
Joan Blondell
Richard Bakalyan
Herv\'e Furic
Janet Margolin
Ilona Massey
Dick Haymes
Henry Victor
Arlene Farber
Liilian Roams
George Burns
Heather Sears
Robert Davi
Fisher Stevens
Udo Kerr
Rex Ingram
Sunny Johnson
Mabel Albertson
Barbara Hershey
Valerie Kaprisky
Clifton James
Salvatore x
Charles Kent
Jeffrey Hunter
Michael G. Wilson
Adrienne Arns
Tcheka
Catherine McCormack
Lynn Carlin
Dana Kimmel
Don Galloway
Alex Karras
Laurence cote
Martin Short
William Petersen
Lotte Stein
Robin Johnson
George Winslow
James Lyons
Stephen Kahan
Elinor Glyn
Vinessa Shaw
David Arnott
Rita George
Harry Reems
Kotti Chave
Rossy dePalma
Pascal Audret
Miko Huggins
Jensen Collier
Neill Barry
Barbara Pepper
Erika Eleniak
Ione Skye
Charles Butterwoth
Ray Anthony
Lyndon Johnson
Neil Diamond
Eric Christmas
Fredia Gibbs
Lars Hansen
Barbara Stanwyk
Los Maxwell
Rosie Perez
Maureen Stapleton
Scott Valentine
Buddy Hackett
Leib Lensky
Candy Darling
Joe Brown
Fabrici Luchini
Bonnie Bedalla
Anne Meacham
Robert Warwick
Rennee Adoree
Patricia Vonne Rodriguez
JeanPiere Zola
Farrah Fawcett
Erik Stoltz
John Kennedy
Bill Forsythe
Henry Montgomery
Mirta Ibarra
Nita Talbot
Philip Michael Thomas
Madeline Zima
Patrick Macnee
Ben Bernie
Bonnie Bedalia
Ken Chapin
Antonio Banderas
Bernice Claire
Kazuo Kitamura
Lillian Tucker
Casa
Vidal Peterson
Billy Newell
Yvonne Monlaur
Ed Herlihy
D. Segal
Renee Russo
Saskia post
Elsa Lancaster
LL Cool J
Paloma Picasso
Penelope Horner
Carlos Gallardo
Franklyn Ajaye
Michael Anthony
Lajos Kovacs
Pierre Fresnay
Tigger Moore
Soupy Sales
David Brina
Jack Tesler
Ruben Blades
Antionio Pierfrederici
J.Renoir
Amen Corner
June Duprez
Kenneth Branagh
Carroll OConnor
Marisa Berenson
Preston Sturges
Armida
Lou Costello
Branscombe Highmond
Andrea Rau
Lloyd Bridges
Viva Tobin
Fay Rainier
Lyle Talbot
David Warner
Victor Lanoux
Edward James Olmes
Gitali Roy
Vincent Phillip DOnofrio
Liberto Rabal
Ring Lardner
John Sylvester White
Jaques Sergs
Lillian Gish
Rafer Johnson
Nancy Kelly
Robert Dane
Shirley Anne Field
Rentaro Mikuni
Ernesto Vaser
Edward Arnold
Sandrine Holt
John Young
Alana Stewart
Marianne Marks
Andrea Martin
Marvin Liebman
DeForest Kelly
Mille Jovovich
Sonia Darren
Tiana
Philip Friend
John Conte
Luana Walters
Robert Bur
Morgan Brittany
Scott Weinger
Vaughan Glaser
Chuck Riesner
Jean Wallace
Duncan Renaldo
Adrienne Servatie
Marie-Christine Barrault
Shoba Sen
Elliott Gould
Charles Winneger
Lohn Longden
John David Carson
Pierre Fresney
Naunton Wayne
Betsy Hale
Paul Bates
Barbara Carson
Mary Eaton
John King
Natan Zahavi
Harold Huber
Luis Alberni
Lynda Day George
Barbara Howard
Willem Dafoe
Jean Parker
Ludwig Stoessell
Ray Charles
Joe Rickson
Joan Benham
Alice Hollister
Richard Kane
Jil Jarmyn
Maurce Evans
Udo Kier
Billy DeWolf
Rowan Atkinson
Peggy Ashcroft
Hans Hermann Schomburgk
Gwen Welles
Ed Begley
Ron Taylor
Louise Lasser
Rex OMalley
Clu Galager
Billy Mauch
Danny Nucci
Tony Goldwyn
Padraig Casey
David Tom
Thano Ramo
Barbara Auer
Fabrice Luchini
Phyllis Kirk
Darcia Deane
Orane D\'emazis
Richard Mulligan
Marcel Journet
Laura Lane
Emma Croft
Utpal Dutt
Barbara Brighton
Russell Enoch
Lowell Sherman
Judith Drake
Saddler Wells Chorus
Scott Glenn
Beverly Bonner
Spencer Charters
Ilona Margolis
Seth Gilliam
Patricia Hodge
Lara Wendel
Keith Wayne
Anita Page
Eric Barker
Sammy Davis~jr.
Joseph Cail
Sammy Davis~jr,
Robert Gentry
Carol Neblett
Leslie Phillips
a s
Bob Wills
Jeanne Valerie
Ally Walker
Manuel Ojeda
Robert Arkins
Marcel Bozzuffi
Patty Hearst
Ada Browwn
Cameron Prudhomme
Perry Lopez
Kate Smnith
Richard Muench
Ellen Burstein
Bernard Katz
Melville Cooper
George Couloris
Douglas Fairbanks~jr
Otis Harlan
Thuy Ann Lun
Ciccio Ingrassia
Clara Calamai
Gabriel Gabrio
Geddy Watanabe
Margaret Lee
Wendy Barrie
John Boorman
Rebecca Gayhart
Elisabeth S{\o}oderstrom
Felix Aymer
Gerard Jugnot
Don Dillaway
Adam Rourke
Peter Riegert
Mark Williamson
Bruce Lester
Martha Plimpton
Heio vonStetten
Kinuyo Tanaka
Bob Burns
Choi Min Sik
Alexander Zale
Dolly Mollinger
Charles Butterworth
Linda Miller
Michael Bates
Franka Potente
Charles Goldner
Sal Ponti
Karen Anspach
Keefe Brasselle
Live Schreiber
Lina Gennari
Deidre Holland
Jennifer LoveHewitt
Michael Denison
Deborah Kennedy
Erich vonStroheim
David Johansen
Valli Kemp
Jenny Runacre
Polly Moran
Norman Wooland
Richard Crema
George Hamlin
Daniel Sarthwara
Billy J. Mitchell
Buster Kaeton
Jeremy Sisto
Leonard Sachs
Tony LoBianco
Michel Voletti
Lorraine McLean
Sarah Partridge
Brenda Forbes
Charles Webster
Michael Elphnick
Mona Washbourne
Didier Bezac
Philippe Noiret
Joyce VanPatten
Lillian Folley
Ted McGinley
Roger DeKoven
Gareth Hughes
Thandie Newton
Blaise Pascal
Laurence Harvey
Lynn Holly Johnson
Mink Stole
Toshiko IIzuka
Charles Dance
Catherine Lacey
Paty Duke
Brendan Gleeson
Brendan Gleesom
Jeanne Marken
Charles Sauten
Faye Gatteau
John Crawford
Sandor Eles
Magda Schneider
Jodi Long
Robert Shackleton
Melanie North
Charley Boorman
Kristina S\"oderbaum
Matthew Settle
Max Elliott Slade
George Kennedy
Edwin Richfield
Claudine x
Gael Garcia Bernal
Roger Duchesne
Rene Baldwin
Steve Brodie
Chester Concklin
Minnie Depree
Hugo Stiglitz
Robert Pastorelli
William Saddler
Eve Marie Saint
John Ashton
Maureen oHare
Ivan Lebedeff
Geraldine Farrar
Robin Wrightman
Etta James
Amy Locane
Veronica Ladd
Perry King
Barbara Nicholas
Martha Krivitz
Valerie White
Vodie CurtisHall
Harry Lauter
Michael Lonsdale
Enrico Gemelli
Morgan Mady
Terry Jones
Gale Limansky
Bradford Dillman
Nicholas Brothers
Peggy Feury
Iain Glen
Charles Wilson
Lorcan Cranitch
Florence Rasmussen
Jeanette Charles
Juhi Chala
Dorothy Burgess
Tom Cruise
John Normington
William harnell
Virginia Obrien
Emory Johnson
Nathaniel Parker
Morton Lowry
Geoffrey Palmer
Cyril Smith
Florence Kahn
Stephen Lang
Howard StJohn
Diana Ross
Thomas beck
Rebecca Pidgeon
Leo Gordon
Glauco Mauri
Robert Edeson
Michael Habeck
Georges Flamant
Fabian Ferreux
Henry Rollins
Susi Nicoletti
A.J. Sparxx
Emile Meyer
Erich Maria Remarque
Lydia St.Clair
Macaulay Caulkin
Shelly Manne
Jack OHalloran
DeForrest Kelly
Josh Hamilton
James K. Hackett
Joseph Cali
Xavier Cugat
Glen Byam Shaw
Ralph Morgan
Aline MacMahon
Sacha Guitry
Valeska Gert
Gus Wayne
Douglas Fairbanks~sr
Fernando Guill\'en
Freddie Redd
Glen Tryon
Helen Jepson
Ward Crane
Gerard Darmon
Sammy Petrillo
George Grizzard
Natalya Bondartchuk
Richard Webb
Sarah-Jane Walker
Katherine Crawford
Stephen Seagall
Jack Klugman
Dorris Bowdon
Lise Danvers
Acquanetta
Robert Ellis
Bobby Henrey
Tarita
Don Wilson
Marcia Strassman
Bill Nunn
Helen Slater
Galatea Ranzi
Gore Vidal
Mieko Harada
Joan Gardner
Stuart Whitman
Tom Joyner
Lela Rogers
Leonoard Nimoy
Vicki Kantenwine
Rafaela Ottinao
Tina Chen
Benoit Regent
John Doe
Juzo Itami
Onslow Stevens
Ione Sykes
Hans vonTwardowski
Lynn Loring
Guy Madison
Jos\'e Perez
A. Gibson Gowland
Cee Asia
Dominque Blanc
MarieLouise Parker
John Denver
Gary Coleman
James Arness
James Olsen
Nigel Hawthorne
Paul Altmond
Paul Bettany
Herbert `Cowboy' Coward
Chuck Green
Sheila Terry
Aaron Michael Metchik
Robert Downey~jr.
Asha Menina
Peter Cushing
Judy Trott
Fernando Fernan Gomez
Veronica Lake
Curtis Armstrong
Dennis Fimple
Angela Hall
Alain Goulem
Debi Mazar
Ernesto Gonzales
Kristine Sutherland
Clinton Sundberg
Maureen Delany
Eugenie Besserer
Michel Piccoli
Eve Lister
Charles Moulin
Lionel Attwill
Polly Rowles
Fabienne Babe
Ellen Kornbeck
Charles Hill Mailes
Little Stevie Wonder
Sheldon Leonard
Crissy Rock
Ann Woodsworth
Ella Fitzgerald
The U.S. Air Force
Sandy Mackendrick
Alfonso Bedaya
Victor Killian
Chazz Palmentieri
Gillian Anderson
Bruce McGill
Jan Gontic
Hector Babenco
Sharon Tate
Stabby Kaye
Clara Kimball Young
Carrie Snodgrass
Michael Melling
Michele Placich
Bernard Miles
Dee Croxton
Magic Johnson
Jean Acker
Odette Joyeux
Noemi Fischer
Anthony LaPaglia
Robert Walker~jr.
Mary Field
Miliza Korjus
Sergi Lopez
Marge Champion
Joan Prather
Robert Rounsville
Mark Wenzel
June Whitfield
Helena Rojo
James Todd
Noel Drayton
Walter Slezak
JeanClaude Guilbert
McGuire
Everett Sloan
Kenneth Toby
John Amar
Lyn Harding
Anneke Blok
Roger Pigaut
Harry Gibbon
Matheson Lang
Elaine Devry
Charles Coburn
Kieran Culkin
John Kaplosi
Dorothea Kent
Cynthia Nixon
Noble Willingham
Mildred Dunnuck
Morgan Wallace
Marc Lawrence
Sondra Locke
Emmett King
Erik Rhodes
Candy Bonstein
Paul Calderon
Kjell Sucksdorff
Donald Pickering
Graham Greene
Barry Mitchell
Peppino DeFillippo
Els Dottermans
Colin Clive
Rip Haight
Robert Ellenstein
Jean Daste
Christopher Guard
Olivia D'Abo
Wendell Harris~jr
Mario Adorf
Robert Brown
Selma Diamond
Tien Pien
Marilu Henner
John Larch
Harold Ramis
Vanessa L. Williams
Simon McCorkindale
Michelle Yeoh
Brian Pringle
Patricia Cutts
Alla Nazimova
Gary Tang
Charles Ludlam
Arnold Vosloo
Arnold Moss
Amy Irving
Marguerite Sch\"on
Dan Duryea
Alec. B. Francis
Cheech Marin
Patricia Richardson
Bob Cummings
Eric Welch
Bsarbara Barrie
Pat Hingle
Kennan Wynn
Oh! Ogunde
Susan Myers
Nichel Nichols
Nils Travenier
Jessica James
Wallace Shawn
Micah Wagner
Sab Shimono
Jacques Roux
Pat Heywood
Jean Simmon
Colin Frits
Edna Ferber
Les Tremayne
Vivtor Mature
Frank Reicher
Charlotte Knight
John Rubinstein
Luciano Pavarotti
Mary Ward
Janice Rule
Marjorie Rhodes
Diana Adams
Harry Ritz
Megan Dodds
Virginia Bruce
Robin Gammell
Zack Braff
Wallis Clark
Porfiri Podobed
Spunky-Funk Johnson
Hilton Edwards
Bernard Nedell
Zizi Jeanmaire
Grant Mitchell
Pamela Dillman
Betty Furness
Pablo Ferrez
Kathryn McNeil
Paul Harvey
Turhan Bey
Jenny Lewis
John Cairney
Edmund Lowe
Tommy Dorsey
Peter Scolari
Constance Towers
Jackie Cooper
Jon deVries
Clarice Starling
Patrick Tierney
Egon Brecher
Kristi Ducati
Ethan Hawke
Fran Ryan
Pauline Bush
Omar Diop
Gale Hansen
Basia Frydman
Belinda Lee
Erin Moran
Dorri Thompson
Richard Briars
